Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Tyrese Maxey,25,PHI,PG,8,8,330,24.7,.630,.390,.385,1.0,13.2,7.0,33.2,1.3,2.2,9.8,29.4,1.3,0.2,1.5,.223,7.1,-0.4,6.7,0.7,
Rui Hachimura,27,LAL,PF,9,9,323,13.5,.699,.379,.295,2.4,10.0,6.5,6.0,0.7,0.9,10.8,15.9,0.6,0.2,0.7,.108,0.6,-1.7,-1.2,0.1,
Shai Gilgeous-Alexander,27,OKC,PG,9,9,318,30.8,.638,.260,.454,1.0,15.2,8.3,32.9,1.2,3.6,6.7,34.3,1.5,0.6,2.1,.315,8.8,1.6,10.4,1.0,
VJ Edgecombe,20,PHI,SG,8,8,309,14.0,.550,.387,.176,6.1,10.4,8.2,17.3,1.7,0.6,10.5,19.0,0.4,0.2,0.6,.093,-0.1,-1.1,-1.2,0.1,
Kelly Oubre Jr.,30,PHI,PF,8,8,299,16.2,.654,.457,.276,3.3,13.4,8.3,5.3,1.8,2.1,7.8,17.6,0.6,0.2,0.8,.135,1.3,-0.6,0.7,0.2,
Lauri Markkanen,28,UTA,PF,8,8,297,22.2,.608,.454,.339,6.2,12.8,9.5,10.4,0.8,1.4,5.7,29.3,0.9,0.2,1.1,.174,6.5,-1.8,4.7,0.5,
DeMar DeRozan,36,SAC,PF,8,8,295,16.4,.560,.102,.391,1.2,10.8,6.0,15.3,1.4,0.3,5.1,22.8,0.4,0.1,0.5,.086,-0.3,-1.5,-1.7,0.0,
Devin Booker,29,PHO,SG,8,8,294,22.7,.650,.321,.453,4.1,7.6,5.9,32.7,0.6,0.9,15.1,31.7,0.9,0.0,1.0,.159,5.6,-2.3,3.3,0.4,
Cade Cunningham,24,DET,PG,8,8,289,18.8,.535,.325,.331,2.5,12.4,7.5,42.3,1.3,2.3,13.7,29.8,0.4,0.4,0.8,.125,3.3,-0.5,2.8,0.4,
Payton Pritchard,28,BOS,PG,9,9,287,15.6,.526,.549,.172,4.0,9.8,6.8,23.8,1.6,0.0,7.7,21.1,0.5,0.2,0.7,.118,0.4,-0.6,-0.3,0.1,
Derrick White,31,BOS,SG,9,9,287,13.6,.441,.604,.172,2.2,10.6,6.3,20.2,2.8,3.9,5.9,22.7,0.0,0.4,0.4,.064,-0.4,1.0,0.6,0.2,
Pascal Siakam,31,IND,PF,8,8,285,18.4,.519,.263,.413,3.6,20.7,11.4,31.0,2.0,1.0,10.4,31.0,0.0,0.4,0.4,.071,2.0,0.7,2.7,0.3,
Trey Murphy III,25,NOP,SF,8,8,284,13.4,.520,.551,.159,3.9,16.7,9.7,16.0,1.7,0.7,6.5,18.2,0.3,0.1,0.4,.060,-0.1,-1.3,-1.4,0.0,
Mikal Bridges,29,NYK,SF,8,8,281,18.9,.666,.483,.180,3.6,12.4,7.6,21.3,1.9,3.4,8.6,15.4,0.9,0.3,1.2,.206,3.6,1.9,5.5,0.5,
Jaylen Brown,29,BOS,SF,9,9,280,23.5,.633,.314,.326,1.9,14.1,7.8,25.6,1.2,1.1,14.0,34.7,0.6,0.3,0.9,.156,4.7,0.0,4.7,0.5,
Julius Randle,31,MIN,PF,8,8,280,25.9,.680,.321,.396,3.8,18.5,11.3,26.7,1.6,1.0,11.3,27.6,1.1,0.2,1.3,.223,6.7,0.1,6.8,0.6,
Jonathan Kuminga,23,GSW,PF,9,9,277,15.4,.622,.271,.374,7.1,19.7,13.4,16.0,0.9,0.7,17.3,23.2,0.3,0.3,0.6,.096,-1.0,-1.3,-2.3,0.0,
Grayson Allen,30,PHO,SG,8,8,277,12.7,.565,.667,.167,1.6,10.1,5.8,20.6,1.7,0.7,12.1,19.7,0.3,0.1,0.4,.071,-0.3,-1.2,-1.6,0.0,
Keyonte George,22,UTA,PG,8,8,277,18.4,.589,.380,.612,1.2,9.6,5.4,37.4,1.2,1.1,15.0,26.8,0.6,0.1,0.8,.137,2.4,-1.2,1.2,0.2,
P.J. Washington,27,DAL,PF,8,8,277,11.7,.524,.311,.379,3.8,21.5,12.8,12.4,1.2,3.1,16.6,22.0,-0.4,0.5,0.1,.016,-3.2,0.4,-2.7,-0.1,
Paolo Banchero,23,ORL,PF,8,8,275,19.4,.558,.254,.623,3.6,27.0,15.3,20.7,1.0,2.7,11.3,27.9,0.4,0.4,0.7,.130,1.5,0.4,1.8,0.3,
Jake LaRavia,24,LAL,PF,9,4,274,14.4,.641,.432,.338,6.2,13.8,10.3,12.3,2.3,0.4,12.4,15.1,0.4,0.3,0.7,.123,0.6,0.0,0.6,0.2,
Franz Wagner,24,ORL,SF,8,8,274,18.1,.600,.264,.392,5.2,12.5,8.9,15.4,1.5,0.6,10.4,24.6,0.5,0.3,0.8,.137,1.4,-1.0,0.3,0.2,
Evan Mobley,24,CLE,PF,8,8,273,18.7,.557,.352,.369,6.4,21.5,13.8,19.7,2.6,4.9,14.0,25.0,0.1,0.5,0.6,.114,1.0,2.0,3.0,0.3,
Jalen Brunson,29,NYK,PG,8,8,272,22.3,.577,.364,.301,1.5,11.9,6.2,31.3,1.6,0.0,8.4,32.3,0.8,0.2,1.0,.181,4.2,-0.6,3.6,0.4,
OG Anunoby,28,NYK,PF,8,8,271,18.3,.612,.523,.153,4.8,15.5,9.7,10.5,3.4,2.4,10.6,20.1,0.4,0.4,0.8,.150,2.0,1.6,3.6,0.4,
Isaiah Hartenstein,27,OKC,C,9,9,270,18.6,.655,.047,.328,12.3,26.4,19.6,16.1,2.7,1.2,19.7,14.6,0.5,0.7,1.2,.211,0.1,1.8,1.9,0.3,
Miles Bridges,27,CHO,PF,8,8,269,18.0,.580,.519,.341,2.7,18.9,11.2,15.4,0.9,0.7,5.7,24.2,0.7,0.1,0.8,.142,2.4,-1.8,0.6,0.2,
Deni Avdija,25,POR,SF,8,8,267,18.7,.615,.388,.519,4.3,18.7,10.9,21.3,1.0,2.4,16.4,27.9,0.4,0.3,0.7,.127,2.3,-0.2,2.1,0.3,
Karl-Anthony Towns,30,NYK,C,8,8,265,19.2,.572,.360,.482,9.9,34.4,21.1,14.2,0.9,3.6,14.8,25.1,0.4,0.4,0.8,.141,0.5,0.1,0.6,0.2,
Austin Reaves,27,LAL,SG,7,7,265,26.5,.654,.452,.533,2.0,13.4,8.1,38.2,1.8,0.0,12.6,30.8,1.1,0.2,1.3,.242,6.8,-0.5,6.4,0.6,
Brandin Podziemski,22,GSW,SG,9,5,264,14.0,.589,.489,.205,2.6,16.7,9.6,18.1,2.0,0.7,11.1,17.4,0.3,0.3,0.6,.112,-0.9,0.4,-0.5,0.1,
Toumani Camara,25,POR,PF,8,8,264,11.2,.538,.553,.188,6.3,11.1,8.5,13.7,1.7,1.4,11.5,15.5,0.2,0.3,0.5,.084,-1.5,-0.1,-1.6,0.0,
Cooper Flagg,19,DAL,PG,8,8,264,10.8,.502,.298,.231,2.8,17.6,10.3,13.4,1.6,1.5,12.9,21.1,-0.3,0.4,0.1,.027,-3.7,0.1,-3.6,-0.1,
Jrue Holiday,35,POR,PG,8,8,264,16.5,.582,.509,.152,3.5,13.9,8.3,34.4,1.9,0.7,16.7,21.4,0.4,0.3,0.6,.118,1.8,-0.1,1.7,0.2,
Dennis Schröder,32,SAC,PG,8,8,262,13.9,.530,.358,.128,1.3,12.1,6.7,29.5,2.0,1.0,15.4,22.1,0.0,0.2,0.2,.030,-0.9,-0.9,-1.8,0.0,
Brandon Ingram,28,TOR,SF,8,8,261,17.4,.630,.248,.248,1.7,19.2,10.6,17.8,1.3,1.8,15.2,25.5,0.2,0.3,0.5,.092,0.5,-0.5,0.0,0.1,
Dyson Daniels,22,ATL,SG,8,8,260,12.3,.533,.072,.232,3.4,15.3,9.5,15.5,3.6,1.4,16.5,14.8,0.0,0.4,0.4,.069,-3.4,2.0,-1.4,0.0,
Jaden McDaniels,25,MIN,PF,8,8,260,15.6,.630,.301,.233,3.6,10.8,7.3,9.9,0.9,4.0,11.7,21.5,0.4,0.1,0.5,.085,-0.2,-0.9,-1.1,0.1,
Jaren Jackson Jr.,26,MEM,C,9,9,259,15.7,.631,.324,.352,2.9,17.8,10.2,7.6,1.1,5.2,12.3,22.0,0.2,0.2,0.5,.088,-1.7,0.4,-1.3,0.0,
RJ Barrett,25,TOR,SF,8,8,259,18.9,.651,.384,.313,1.3,15.5,8.5,15.8,1.8,1.5,11.2,23.3,0.5,0.3,0.7,.133,2.4,-0.2,2.1,0.3,
Zach LaVine,30,SAC,SG,7,7,259,18.7,.664,.476,.333,0.4,10.1,5.2,8.4,0.5,0.4,8.8,26.0,0.6,0.0,0.6,.114,3.2,-2.6,0.6,0.2,
Scottie Barnes,24,TOR,PF,8,8,258,21.9,.603,.291,.205,6.2,17.7,12.0,23.7,2.4,4.4,10.9,25.3,0.5,0.4,0.9,.159,3.7,1.4,5.1,0.5,
Duncan Robinson,31,DET,SF,8,8,258,8.4,.606,.788,.227,1.6,7.9,4.8,4.1,0.2,1.5,6.4,12.2,0.3,0.2,0.5,.092,-1.0,-1.3,-2.4,0.0,
Royce O'Neale,32,PHO,SF,8,5,257,12.4,.608,.833,.051,4.7,15.3,9.9,13.9,2.4,0.4,15.8,15.3,0.2,0.2,0.4,.077,-0.1,-0.3,-0.4,0.1,
Alperen Şengün,23,HOU,C,7,7,257,21.5,.580,.194,.574,7.0,22.0,15.0,29.1,2.1,2.3,15.6,25.9,0.6,0.5,1.1,.200,3.6,1.9,5.5,0.5,
Rudy Gobert,33,MIN,C,8,8,256,14.8,.714,.000,.651,11.9,22.9,17.5,6.3,0.6,3.7,17.8,11.4,0.5,0.2,0.7,.122,-0.9,-0.6,-1.6,0.0,
Aaron Nesmith,26,IND,SF,8,8,256,8.9,.472,.588,.219,5.4,11.1,8.0,5.5,0.6,0.7,5.3,20.7,-0.1,0.2,0.1,.017,-2.2,-2.5,-4.8,-0.2,
Quentin Grimes,25,PHI,SG,8,0,253,15.7,.619,.525,.434,2.2,13.1,7.6,21.4,1.7,1.4,18.1,23.4,0.3,0.2,0.5,.093,0.5,-0.9,-0.4,0.1,
Deandre Ayton,27,LAL,C,8,8,252,18.3,.657,.000,.172,12.4,18.9,15.9,5.6,0.8,3.9,14.5,21.1,0.3,0.2,0.6,.114,-0.4,-1.5,-1.9,0.0,
Andrew Wiggins,30,MIA,SF,8,8,252,15.3,.606,.350,.204,5.7,10.6,8.2,10.2,2.0,2.7,12.5,21.1,0.2,0.3,0.5,.095,-0.2,0.7,0.5,0.2,
Jimmy Butler,36,GSW,SF,8,8,249,21.7,.634,.202,.628,8.3,11.6,10.0,22.3,1.7,1.1,9.8,22.8,0.9,0.3,1.2,.222,4.0,0.0,4.0,0.4,
Stephen Curry,37,GSW,PG,8,8,249,22.6,.626,.592,.283,0.9,12.6,6.7,24.8,2.3,1.8,11.9,33.2,0.4,0.3,0.8,.147,5.3,-0.2,5.1,0.4,
Aaron Wiggins,27,OKC,SG,9,5,248,15.2,.578,.541,.081,4.0,10.1,7.2,12.3,0.8,2.9,7.3,21.6,0.3,0.4,0.7,.126,1.4,-1.4,0.1,0.1,
Nickeil Alexander-Walker,27,ATL,SG,8,5,248,13.6,.562,.458,.336,2.2,6.8,4.5,15.1,1.7,2.6,14.0,24.3,0.0,0.2,0.2,.038,-0.7,-1.3,-2.0,0.0,
Donte DiVincenzo,29,MIN,SG,8,8,248,16.3,.637,.744,.244,2.8,10.0,6.5,18.2,1.8,1.1,11.5,19.8,0.5,0.1,0.6,.120,2.4,-0.7,1.7,0.2,
Ryan Rollins,23,MIL,PG,8,7,248,16.9,.620,.402,.186,3.2,8.7,6.1,25.2,2.8,0.4,17.3,21.9,0.3,0.2,0.6,.109,0.2,-0.4,-0.2,0.1,
Kevin Durant,37,HOU,SF,7,7,248,19.0,.608,.281,.482,1.5,14.3,8.4,11.5,1.6,2.7,10.4,25.8,0.6,0.4,1.0,.184,1.2,0.1,1.3,0.2,
Jarace Walker,22,IND,PF,8,5,247,8.5,.431,.465,.152,2.6,19.0,10.1,21.4,0.8,1.5,11.7,19.4,-0.3,0.3,0.0,-0.006,-3.2,-0.6,-3.8,-0.1,
Kyshawn George,22,WAS,SF,8,8,246,15.1,.649,.447,.223,2.1,20.8,11.3,19.9,1.5,3.3,20.7,21.8,0.0,0.2,0.2,.039,-0.7,0.0,-0.8,0.1,
Nikola Jokić,30,DEN,C,7,7,246,34.0,.701,.340,.311,9.2,31.9,21.3,50.9,3.1,2.3,13.6,23.8,1.4,0.6,2.0,.392,10.6,6.5,17.1,1.2,
Ajay Mitchell,23,OKC,SG,9,1,244,18.1,.564,.297,.288,4.1,10.3,7.3,19.8,2.8,0.4,10.7,26.4,0.3,0.4,0.7,.147,-0.2,0.2,0.0,0.1,
Immanuel Quickley,26,TOR,PG,8,8,244,13.4,.507,.483,.348,2.8,12.4,7.6,26.7,2.1,0.0,12.0,20.1,0.2,0.2,0.4,.078,-1.3,-0.7,-1.9,0.0,
Amen Thompson,23,HOU,SF,7,7,244,16.8,.546,.163,.327,7.9,12.4,10.3,24.5,1.4,0.8,13.1,23.3,0.4,0.3,0.7,.137,0.2,-0.5,-0.3,0.1,
Bam Adebayo,28,MIA,C,8,8,243,17.4,.569,.379,.290,3.6,24.0,14.2,13.7,1.5,0.8,10.3,26.5,0.1,0.4,0.5,.103,0.5,0.3,0.8,0.2,
Kon Knueppel,20,CHO,SF,8,7,243,11.6,.609,.663,.120,2.0,18.7,10.7,10.5,0.8,0.0,14.9,19.4,0.1,0.1,0.2,.044,-1.1,-2.2,-3.3,-0.1,
Anfernee Simons,26,BOS,SG,9,0,242,11.9,.541,.579,.105,1.7,6.5,4.0,8.5,1.2,0.8,7.0,22.5,0.1,0.2,0.3,.060,-0.9,-1.6,-2.5,0.0,
Devin Vassell,25,SAS,SG,7,7,242,9.7,.519,.596,.128,1.5,12.2,7.1,10.6,1.2,0.4,10.0,19.5,0.0,0.3,0.3,.064,-2.6,-1.3,-3.8,-0.1,
Cason Wallace,22,OKC,SG,8,8,241,13.2,.559,.600,.133,3.7,10.4,7.2,14.2,4.5,1.3,13.6,13.2,0.2,0.6,0.7,.145,-2.1,3.4,1.3,0.2,
Max Christie,22,DAL,SG,8,5,240,12.4,.694,.657,.194,0.4,8.0,4.3,13.8,0.4,0.6,9.9,14.2,0.4,0.2,0.6,.120,0.3,-0.7,-0.4,0.1,
Ja Morant,26,MEM,PG,8,8,240,15.1,.493,.305,.340,1.8,11.9,6.7,40.5,1.6,0.4,13.8,32.3,-0.1,0.1,0.0,.001,-1.3,-2.3,-3.6,-0.1,
Josh Giddey,23,CHI,PG,7,7,239,22.6,.594,.265,.376,4.9,25.4,15.9,39.9,1.2,0.7,15.5,28.2,0.6,0.3,0.9,.179,4.1,0.9,5.0,0.4,
Cedric Coward,22,MEM,SG,9,0,237,19.1,.678,.415,.366,5.4,17.1,11.2,15.9,2.0,1.1,10.4,18.5,0.6,0.2,0.8,.167,2.5,0.7,3.3,0.3,
Draymond Green,35,GSW,PF,8,8,237,10.5,.596,.583,.271,2.4,21.5,12.0,29.4,1.2,1.9,29.1,13.6,0.1,0.3,0.4,.077,-2.2,1.9,-0.3,0.1,
Donovan Mitchell,29,CLE,SG,7,7,237,26.6,.724,.500,.379,0.0,8.8,4.3,28.5,1.8,1.2,13.5,31.1,0.9,0.2,1.1,.222,7.7,0.6,8.3,0.6,
Victor Wembanyama,22,SAS,C,7,7,236,27.8,.597,.185,.476,6.8,37.0,22.5,15.8,1.9,11.6,11.8,30.9,0.5,0.7,1.2,.244,2.2,3.9,6.2,0.5,
Davion Mitchell,27,MIA,PG,8,8,235,12.0,.531,.349,.175,2.3,7.0,4.7,33.8,1.6,0.4,16.1,14.2,0.3,0.2,0.5,.107,-1.5,0.4,-1.1,0.1,
James Harden,36,LAC,PG,7,7,235,22.9,.669,.588,.441,0.5,16.9,9.0,40.4,1.9,0.4,19.2,27.9,0.7,0.1,0.9,.176,5.0,-1.0,4.0,0.4,
Jerami Grant,31,POR,PF,8,0,234,19.6,.680,.479,.606,2.6,10.4,6.2,10.4,2.2,1.9,10.5,22.4,0.7,0.3,1.0,.198,2.9,0.7,3.5,0.3,
Jamal Murray,28,DEN,PG,7,7,234,19.6,.571,.362,.220,2.5,14.8,9.0,23.1,1.6,0.8,9.1,27.5,0.4,0.3,0.8,.158,1.9,-0.6,1.3,0.2,
Jaime Jaquez Jr.,24,MIA,SF,8,0,233,19.5,.661,.163,.326,4.3,18.0,11.4,21.4,1.4,0.0,12.5,21.3,0.6,0.3,0.9,.178,1.3,1.0,2.3,0.3,
Herbert Jones,27,NOP,SF,8,8,233,9.3,.557,.493,.134,3.9,12.7,7.9,10.5,2.1,0.9,16.5,15.4,0.0,0.1,0.0,.008,-3.4,-1.2,-4.6,-0.1,
Onyeka Okongwu,25,ATL,C,8,2,233,16.7,.626,.360,.413,6.6,23.8,15.4,11.6,0.8,3.2,8.3,17.5,0.4,0.3,0.7,.154,0.4,0.0,0.3,0.1,
Desmond Bane,27,ORL,SG,8,8,232,9.9,.511,.354,.222,5.2,9.5,7.4,18.1,0.8,0.7,14.9,22.7,-0.1,0.2,0.1,.021,-3.4,-2.2,-5.6,-0.2,
Nic Claxton,26,BRK,C,8,8,230,21.5,.623,.051,.462,10.7,17.4,13.8,21.3,1.7,2.8,8.8,18.5,0.7,0.0,0.7,.152,2.6,-0.2,2.4,0.3,
Gary Trent Jr.,27,MIL,SG,8,8,230,11.4,.564,.744,.207,0.0,7.1,3.6,12.3,2.0,0.0,6.3,17.8,0.2,0.1,0.3,.071,-1.7,-1.0,-2.7,0.0,
Russell Westbrook,37,SAC,SF,8,4,229,18.4,.579,.394,.234,7.4,20.8,14.1,27.9,2.3,0.4,16.2,23.0,0.3,0.2,0.5,.097,2.8,0.1,2.9,0.3,
Stephon Castle,21,SAS,PG,7,7,229,17.4,.618,.365,.671,4.8,16.3,10.8,26.3,3.0,1.2,24.1,27.2,0.1,0.4,0.5,.109,-0.8,0.5,-0.3,0.1,
Jaylen Wells,22,MEM,SG,9,9,228,6.7,.431,.580,.182,6.1,10.6,8.3,8.9,0.8,0.0,5.9,18.3,-0.2,0.1,-0.1,-0.030,-4.5,-2.7,-7.2,-0.3,
Myles Turner,29,MIL,C,8,8,227,11.7,.518,.600,.171,4.5,20.5,12.7,10.5,1.2,6.7,14.7,16.7,-0.1,0.3,0.2,.044,-2.0,0.7,-1.4,0.0,
Michael Porter Jr.,27,BRK,SF,7,7,227,17.8,.570,.484,.172,4.1,26.7,14.5,16.7,1.1,0.4,11.0,28.3,0.1,0.0,0.2,.035,2.3,-2.4,0.0,0.1,
Wendell Carter Jr.,26,ORL,C,8,8,226,14.4,.637,.351,.544,13.7,18.6,16.1,6.8,1.0,2.2,15.5,15.2,0.4,0.3,0.6,.137,-1.1,-1.0,-2.0,0.0,
Svi Mykhailiuk,28,UTA,SF,8,8,226,10.4,.601,.738,.082,2.9,8.0,5.4,8.6,1.5,0.5,8.7,12.6,0.2,0.1,0.3,.073,-0.9,-0.2,-1.1,0.0,
Cam Thomas,24,BRK,SG,8,8,226,15.3,.546,.341,.424,1.4,4.3,2.7,15.9,0.9,0.4,9.3,31.7,0.2,-0.1,0.0,.010,0.7,-4.4,-3.7,-0.1,
Nikola Vučević,35,CHI,C,7,7,224,23.4,.693,.348,.213,10.9,28.5,20.3,17.0,1.1,1.1,11.8,20.6,0.7,0.3,1.1,.228,5.0,0.6,5.6,0.4,
Kentavious Caldwell-Pope,32,MEM,SG,9,9,223,8.7,.457,.474,.342,1.4,10.3,5.8,20.6,1.5,1.2,12.9,18.6,-0.2,0.1,0.0,-0.009,-3.4,-1.1,-4.5,-0.1,
Terance Mann,29,BRK,SG,8,8,223,16.2,.620,.386,.214,7.4,7.1,7.2,18.6,2.4,0.0,7.3,15.4,0.6,0.0,0.5,.117,0.2,-0.5,-0.3,0.1,
Alex Sarr,20,WAS,C,8,8,223,23.8,.613,.195,.221,8.6,22.4,15.4,23.9,1.0,7.3,14.5,26.8,0.3,0.2,0.5,.107,3.7,0.8,4.5,0.4,
Ausar Thompson,23,DET,SF,8,8,223,17.0,.519,.132,.396,8.4,17.0,12.7,17.4,2.6,2.6,9.3,21.5,0.2,0.4,0.6,.128,0.0,1.4,1.3,0.2,
Luguentz Dort,26,OKC,SF,7,7,223,6.4,.428,.667,.185,6.5,10.3,8.5,6.3,1.5,0.0,7.9,12.3,-0.1,0.3,0.3,.057,-4.3,-0.6,-4.9,-0.1,
Jalen Johnson,24,ATL,SF,7,7,223,22.0,.634,.150,.310,4.9,23.5,14.4,25.4,2.1,0.8,13.0,24.7,0.5,0.3,0.8,.170,2.3,0.8,3.0,0.3,
Santi Aldama,25,MEM,PF,9,0,222,14.9,.500,.402,.165,8.6,21.2,14.8,13.5,2.3,2.0,9.6,21.4,0.0,0.3,0.2,.044,-0.6,-0.2,-0.8,0.1,
Christian Braun,24,DEN,SG,7,7,221,12.9,.559,.246,.290,7.5,8.0,7.8,12.7,1.3,1.3,9.3,16.3,0.3,0.3,0.6,.127,-1.5,-0.7,-2.2,0.0,
Ryan Kalkbrenner,24,CHO,C,8,8,219,18.2,.828,.000,.171,14.2,15.3,14.8,3.2,2.2,8.1,22.8,10.8,0.4,0.3,0.7,.151,-0.3,1.1,0.8,0.2,
Bub Carrington,20,WAS,PG,8,4,218,4.4,.438,.383,.213,0.9,14.8,7.8,19.8,1.5,0.4,28.0,13.5,-0.4,0.0,-0.3,-0.074,-7.2,-1.4,-8.5,-0.4,
CJ McCollum,34,WAS,SG,8,8,218,8.5,.447,.505,.165,2.8,8.6,5.7,18.1,0.8,0.0,7.1,21.2,-0.2,0.0,-0.2,-0.045,-3.6,-3.3,-6.9,-0.3,
Giannis Antetokounmpo,31,MIL,PF,7,7,218,39.3,.701,.077,.546,14.7,29.9,22.5,38.9,1.3,2.9,10.0,35.2,1.4,0.3,1.7,.376,11.7,2.3,14.0,0.9,
Ben Sheppard,24,IND,SG,8,4,217,8.4,.466,.540,.206,3.8,16.6,9.7,12.7,0.9,0.9,8.0,13.8,0.0,0.2,0.2,.046,-4.2,-0.3,-4.5,-0.1,
A.J. Green,26,MIL,SG,8,8,216,11.9,.805,.911,.196,0.0,9.0,4.6,5.4,0.4,0.0,10.3,13.5,0.4,0.1,0.5,.114,0.3,-2.0,-1.7,0.0,
Jock Landale,30,MEM,C,9,9,215,16.3,.711,.349,.238,10.9,11.7,11.3,8.6,1.5,2.1,13.6,15.5,0.5,0.1,0.6,.136,0.6,-0.3,0.3,0.1,
Shaedon Sharpe,22,POR,SG,8,8,214,12.3,.485,.422,.244,5.3,16.0,10.2,9.0,3.0,0.8,13.3,31.7,-0.4,0.3,-0.1,-0.020,-3.4,-1.5,-4.8,-0.2,
Sam Hauser,28,BOS,PF,9,2,212,10.2,.542,.903,.056,3.5,10.6,6.9,8.2,1.2,1.4,9.8,16.4,0.1,0.2,0.3,.065,-0.1,-1.2,-1.3,0.0,
Aaron Gordon,30,DEN,PF,7,7,212,20.6,.712,.424,.412,3.9,16.3,10.5,7.9,1.3,0.5,11.5,22.4,0.6,0.3,0.9,.210,3.8,-0.7,3.1,0.2,
Jordan Poole,26,NOP,PG,7,4,212,11.4,.535,.596,.323,1.4,5.0,3.1,18.4,0.5,1.0,11.7,25.5,0.1,-0.1,0.0,-0.001,-0.7,-4.1,-4.8,-0.1,
Jalen Duren,22,DET,C,8,8,211,27.0,.683,.000,.560,18.2,26.2,22.2,10.6,1.1,5.0,14.7,23.6,0.7,0.4,1.2,.264,4.1,0.2,4.3,0.3,
Collin Sexton,27,CHO,SG,8,6,211,16.0,.648,.329,.488,1.1,8.2,4.8,29.4,1.1,0.0,20.1,24.5,0.4,0.0,0.4,.096,0.0,-2.7,-2.6,0.0,
Anthony Black,22,ORL,PG,8,1,209,11.0,.582,.382,.397,2.6,10.6,6.6,13.3,1.6,2.8,20.8,19.9,-0.1,0.2,0.1,.031,-2.7,-0.5,-3.2,-0.1,
Julian Champagnie,24,SAS,SF,7,7,209,10.0,.541,.660,.362,4.7,19.5,12.4,6.9,1.6,0.9,12.8,12.8,0.1,0.3,0.4,.097,-2.1,0.1,-2.0,0.0,
Harrison Barnes,33,SAS,PF,7,7,208,11.7,.685,.708,.250,3.6,6.5,5.1,12.2,1.2,0.9,15.8,13.0,0.4,0.2,0.6,.143,-0.1,-0.4,-0.5,0.1,
Domantas Sabonis,29,SAC,C,6,6,208,16.3,.562,.159,.275,12.5,33.8,23.1,16.0,1.6,0.4,17.1,19.1,0.2,0.2,0.4,.088,-0.8,-0.4,-1.2,0.0,
Neemias Queta,26,BOS,C,9,9,206,21.2,.715,.041,.388,12.8,26.2,19.3,10.4,1.9,5.9,14.8,13.9,0.6,0.4,1.0,.227,0.3,2.0,2.3,0.2,
Tre Jones,26,CHI,PG,7,7,206,16.6,.607,.175,.386,2.8,9.3,6.3,25.0,3.7,0.8,16.3,16.1,0.4,0.3,0.7,.156,-0.6,2.6,2.0,0.2,
Jabari Smith Jr.,22,HOU,PF,6,6,205,14.2,.601,.471,.186,2.9,12.7,8.2,6.1,1.7,2.8,7.3,16.6,0.4,0.3,0.6,.150,0.3,0.1,0.4,0.1,
Tre Johnson,19,WAS,SG,8,0,204,9.5,.541,.537,.110,2.5,10.2,6.3,8.5,0.5,2.6,12.2,19.8,-0.1,0.0,-0.1,-0.027,-2.5,-2.8,-5.4,-0.2,
Matas Buzelis,21,CHI,PF,7,7,203,12.4,.588,.407,.210,4.0,12.5,8.5,5.4,1.4,2.8,12.8,20.9,0.0,0.2,0.3,.066,-2.5,-0.5,-3.0,-0.1,
Ivica Zubac,28,LAC,C,7,7,203,18.2,.617,.000,.221,11.8,26.0,19.2,13.1,0.7,4.0,15.8,19.0,0.3,0.2,0.5,.110,-0.2,-1.0,-1.2,0.0,
Jeremiah Fears,19,NOP,PG,8,6,202,13.0,.514,.313,.167,3.0,10.0,6.2,22.4,2.7,0.0,14.2,25.1,-0.1,0.1,-0.1,-0.015,-2.7,-1.5,-4.2,-0.1,
Luke Kennard,29,ATL,SG,8,0,202,10.0,.670,.533,.289,2.2,6.7,4.5,10.4,1.6,0.5,19.1,13.1,0.1,0.1,0.3,.067,-2.3,-0.8,-3.1,-0.1,
Marcus Smart,31,LAL,SG,7,5,201,9.7,.561,.556,.426,1.9,7.2,4.8,15.3,2.8,1.0,21.0,17.2,0.0,0.2,0.2,.038,-3.5,0.2,-3.4,-0.1,
Kawhi Leonard,34,LAC,SF,6,6,201,25.2,.625,.333,.257,3.0,15.9,9.7,18.2,3.7,2.0,8.6,27.7,0.6,0.2,0.8,.184,4.2,0.7,4.9,0.4,
Ryan Dunn,23,PHO,SF,8,8,200,15.0,.574,.478,.090,7.7,18.6,13.0,9.3,2.1,3.7,9.1,15.9,0.2,0.2,0.4,.104,-0.7,0.2,-0.4,0.1,
LaMelo Ball,24,CHO,PG,6,6,200,21.8,.556,.526,.237,5.4,20.6,13.3,46.8,2.4,0.5,14.9,30.6,0.4,0.2,0.6,.149,3.4,-0.4,2.9,0.2,
Jaylon Tyson,23,CLE,SG,8,6,199,12.3,.651,.619,.111,4.4,9.3,6.8,10.4,1.9,2.9,14.3,16.1,0.2,0.2,0.4,.105,-1.2,1.0,-0.2,0.1,
Saddiq Bey,26,NOP,SF,8,2,198,14.0,.592,.551,.203,4.5,14.3,9.0,7.3,1.2,0.0,6.2,17.1,0.3,0.0,0.3,.069,1.0,-2.3,-1.3,0.0,
